TimeStamp,right_torque,left_torque,x,y,th,xLC,y_LC,th_LC
176374.418084,-1.748162,8.298794,2.132550,-0.011849,0.032161
176374.453091,-1.316749,10.040512,2.158725,-0.010962,0.035637
176374.483052,-1.072618,10.461876,2.185030,-0.010010,0.036791
176374.513052,0.161888,10.993376,2.211724,-0.009017,0.037852
176374.543051,1.935733,11.317057,2.238791,-0.007980,0.038869
176374.573056,2.973145,11.162722,2.270655,-0.006737,0.038962
176374.603091,3.677258,11.244004,2.293536,-0.005851,0.038092
176374.638079,4.176485,11.549505,2.329987,-0.004513,0.034194
176374.668078,4.772096,11.106070,2.352883,-0.003764,0.030110
176374.698080,4.816247,10.696493,2.384945,-0.002902,0.022147
176374.738046,4.951373,9.354929,2.421539,-0.002269,0.010390
176374.773024,3.662967,8.791889,2.457774,-0.002117,-0.004240
176374.803090,2.728355,8.312732,2.480149,-0.002306,-0.014611
176374.843048,0.980366,7.354419,2.515755,-0.003113,-0.033254
176374.878057,-0.237514,5.653788,2.546980,-0.004383,-0.050524
176374.908070,-1.448692,5.104785,2.578177,-0.006197,-0.067892
176374.953043,-1.794326,4.198295,2.614080,-0.008926,-0.085640
176374.983042,-2.657829,2.821294,2.641084,-0.011383,-0.097923
176375.013042,-3.484029,1.842094,2.668025,-0.014175,-0.110603
176375.053043,-4.353652,1.074567,2.708144,-0.018956,-0.128340
176375.083045,-6.769887,1.120270,2.730028,-0.021864,-0.137726
176375.113030,-9.208854,0.376157,2.755814,-0.025569,-0.149975
176375.153013,-11.937209,0.061510,2.789937,-0.030990,-0.167100
176375.193048,-13.556969,-0.684063,2.828427,-0.037784,-0.183174
176375.223029,-15.266842,-1.228506,2.849757,-0.041799,-0.190340
176375.248028,-15.323691,-2.304682,2.871367,-0.046028,-0.197651
176375.273031,-16.064164,-3.048282,2.897442,-0.051341,-0.205392
176375.298029,-16.732494,-3.674962,2.914795,-0.054988,-0.209894
176375.333025,-17.811749,-3.875665,2.945238,-0.061563,-0.215892
176375.363046,-17.730372,-4.659905,2.971537,-0.067369,-0.218734
176375.393029,-17.387838,-5.036347,2.997916,-0.073243,-0.219301
